ticker,issuer_cik,share_class_tickers,window_start_fy,window_end_fy,window_year_count,latest_fy,latest_ceo,latest_granted_usd,latest_cap_usd,window_granted_usd,window_cap_usd,company_tsr_idx,peer_tsr_idx,tsr_vs_peer,beat_peers,cap_to_granted_x,board_target_in_scope,board_target_stratum,board_target_featured_pct,board_target_metric_type,board_target_verification,source_accessions,flags
ROL,0000084839,ROL,2021,2025,5,2025,"Jerry E. Gahlhoff, Jr.",8966870,15266101,40101313,49246331,163,190,-27.0,False,1.7,False,,,,,0000084839-26-000014,
STE,0001757898,STE,2022,2026,5,2026,,11508522,3321857,46532110,48988274,121.45,106.94,14.5,True,0.29,False,,,,,0001193125-26-267599,CEO_TRANSITION
PPG,0000079879,PPG,2021,2025,5,2025,Mr. Knavish,14885022,6644608,61149439,48361631,78,129,-51.0,False,0.45,False,,,,,0000079879-26-000088,
ZTS,0001555280,ZTS,2021,2025,5,2025,Kristin C. Peck,19046509,2772228,78593153,47710969,79.52,188.27,-108.8,False,0.15,False,,,,,0001555280-26-000015,
TPL,0001811074,TPL,2020,2024,5,2024,Tyler Glover,7413075,25838742,27783708,47679852,403,217,186.0,True,3.49,False,,,,,0001104659-25-093848,
DPZ,0001286681,DPZ,2021,2025,5,2025,Russell J. Weiner,10696081,8945334,45128474,47307866,118.24,137.5,-19.3,False,0.84,False,,,,,0001286681-26-000012,CEO_TRANSITION
AOS,0000091142,AOS,2021,2025,5,2025,,8495829,8329274,43009136,47291218,133,190,-57.0,False,0.98,False,,,,,0001193125-26-089938,CEO_TRANSITION
RF,0001281761,RF,2022,2025,4,2025,J. Turner,10526012,13175416,48563172,47074446,171,168,3.0,True,1.25,False,,,,,0001281761-26-000027,
GNRC,0001474735,GNRC,2021,2025,5,2025,Aaron P Jagdfeld,8809765,4503043,39520185,47017685,59.93,189.72,-129.8,False,0.51,False,,,,,0001104659-26-051499,
CLX,0000021076,CLX,2021,2025,5,2025,Ms.                                             Rendle,13333032,10448800,57468317,46257995,63.41,137.19,-73.8,False,0.78,False,,,,,0001552781-25-000311,CEO_TRANSITION
D,0000715957,D,2021,2025,5,2025,Mr. Blue,16037850,16650230,50177378,46134287,97,159,-62.0,False,1.04,False,,,,,0001193125-26-115180,
EVRG,0001711269,EVRG,2021,2025,5,2025,Mr. Campbell,9537018,16639907,42080177,46010544,164,160,4.0,True,1.74,False,,,,,0001140361-26-011357,CEO_TRANSITION
ATO,0000731802,ATO,2021,2025,5,2025,J. Kevin Akers,9953274,16402906,43103080,45145942,125.63,121.42,4.2,True,1.65,False,,,,,0000731802-25-000076,
RVTY,0000031791,RVTY,2021,2025,5,2025,Prahlad R. Singh,13809549,5799936,55104792,45083658,68.2,105.15,-37.0,False,0.42,False,,,,,0001193125-26-107266,
AMCR,0001748790,AMCR,2021,2025,5,2025,Peter Konieczny,8458329,5072024,53086478,45007520,111.43,172.42,-61.0,False,0.6,False,,,,,0001748790-25-000032,CEO_TRANSITION
AWK,0001410636,AWK,2021,2025,5,2025,,7055667,7510597,45326828,44737586,93.81,158.66,-64.8,False,1.06,False,,,,,0001193125-26-120668,CEO_TRANSITION
BBY,0000764478,BBY,2022,2026,5,2026,Ms. Barry,17346126,2727364,76409141,43409739,74.07,164.12,-90.1,False,0.16,False,,,,,0001140361-26-018265,
GRMN,0001121788,GRMN,2021,2025,5,2025,Clifton A. Pemble,7744354,7788412,30349861,43391350,190.56,153.99,36.6,True,1.01,False,,,,,0001308179-26-000318,
ORLY,0000898173,ORLY,2021,2025,5,2025,Brad Beckham,4231108,5185669,31303237,43248890,302,150,152.0,True,1.23,False,,,,,0000898173-26-000014,CEO_TRANSITION
BALL,0000009389,BALL,2021,2025,5,2025,,13486942,4514573,69472793,42792636,60,100,-40.0,False,0.33,False,,,,,0001104659-26-029499,CEO_TRANSITION
BF-B,0000014693,BF-B,2022,2026,5,2026,Mr. Whiting,25304881,19119723,69964783,42406590,37,152,-115.0,False,0.76,False,,,,,0001193125-26-275853,
LNT,0000352541,LNT,2021,2025,5,2025,Ms. Barton,8999073,10801804,43416827,42121587,147.98,143.83,4.1,True,1.2,False,,,,,0000352541-26-000025,
NDSN,0000072331,NDSN,2021,2025,5,2025,Sundaram Nagarajan,8153900,7162573,42519431,41945729,127.44,207.29,-79.8,False,0.88,False,,,,,0001193125-26-014662,
SNDK,0002023554,SNDK,2025,2025,1,2025,Mr. Goeckeler,22919536,40783700,22919536,40783700,94,108,-14.0,False,1.78,False,,,,,0001628280-25-044481,
L,0000060086,L,2021,2025,5,2025,Benjamin J. Tisch,8753165,11974575,35299865,40117002,277.70,287.03,-9.3,False,1.37,False,,,,,0000060086-26-000023,
ECHO,0001415404,ECHO,2020,2024,5,2024,Mr. Akhavan.,8927865,16709964,35635105,39071243,52.84,111.11,-58.3,False,1.87,False,,,,,0001558370-25-003470,CEO_TRANSITION
FDS,0001013237,FDS,2021,2025,5,2025,Mr. Snow,9460930,5700082,35981160,38500862,111.53,231.96,-120.4,False,0.6,False,,,,,0001628280-25-046442,
OKE,0001039684,OKE,2021,2025,5,2025,Mr. Norton,12003335,-10179976,59460957,38040490,256.81,290.53,-33.7,False,-0.85,False,,,,,0001039684-26-000010,CEO_TRANSITION
ESS,0000920522,ESS,2021,2025,5,2025,Angela L. Kleiman,10096804,10260636,35349043,37884155,130.12,129.86,0.3,True,1.02,False,,,,,0000920522-26-000011,CEO_TRANSITION
KHC,0001637459,KHC,2021,2025,5,2025,Mr. Abrams-Rivera,10748810,6953641,46811289,37805483,86.97,201.42,-114.4,False,0.65,False,,,,,0001193125-26-141397,
SJM,0000091419,SJM,2022,2026,5,2026,Mark Smucker,10935216,5746789,52139344,37717954,88.48,91.55,-3.1,False,0.53,False,,,,,0001193125-26-283858,
JKHY,0000779152,JKHY,2021,2025,5,2025,Mr. Adelson,7016992,7009055,46870204,37289339,103.95,215.9,-112.0,False,1.0,False,,,,,0000779152-25-000079,
SWK,0000093556,SWK,2022,2026,4,2026,,14485454,10261990,86897508,37038246,51,224,-173.0,False,0.71,False,,,,,0001140361-26-008170,CEO_TRANSITION
VLTO,0001967680,VLTO,2023,2025,3,2025,Jennifer L. Honeycutt,14803238,10546320,35728507,34617250,119.12,158.59,-39.5,False,0.71,False,,,,,0001967680-26-000016,
HRL,0000048465,HRL,2021,2025,5,2025,,7395224,3042889,48168287,34492916,55.66,103.27,-47.6,False,0.41,False,,,,,0000048465-25-000074,CEO_TRANSITION
TDY,0001094285,TDY,2022,2025,4,2025,,4255049,3871281,38373453,33059413,132,193,-61.0,False,0.91,False,,,,,0001193125-26-104187,CEO_TRANSITION
CPT,0000906345,CPT,2021,2025,5,2025,Richard J. Campo,8317514,8317514,32915576,32915576,130.26,137.83,-7.6,False,1.0,False,,,,,0001628280-26-021581,
ZBH,0001136869,ZBH,2021,2025,5,2025,Mr. Tornos,16106550,12572570,85484843,32351994,62.66,126.87,-64.2,False,0.78,False,,,,,0001193125-26-135661,CEO_TRANSITION
IEX,0000832101,IEX,2021,2025,5,2025,Mr Ashleman,9112893,3042222,40458236,29170290,95,191,-96.0,False,0.33,False,,,,,0001193125-26-125451,
KDP,0001418135,KDP,2021,2025,5,2025,Timothy Cofer,8217032,5670304,66507448,27851378,99,105,-6.0,False,0.69,False,,,,,0001193125-26-177266,CEO_TRANSITION
SW,0002005951,SW,2024,2025,2,2025,Mr. Smurfit,16429689,-726562,37758946,27170905,88.21,96.75,-8.5,False,-0.04,False,,,,,0001104659-26-026094,
KVUE,0001944048,KVUE,2023,2025,3,2025,,10916848,-14971122,51301491,23497687,70.42,117.05,-46.6,False,-1.37,False,,,,,0001944048-26-000085,CEO_TRANSITION
ERIE,0000922621,ERIE,2021,2025,5,2025,Mr. NeCastro,5395618,1741249,31813788,21640403,128,204,-76.0,False,0.32,False,,,,,0001193125-26-116761,
FAST,0000815556,FAST,2021,2025,5,2025,Daniel L. Florness,4183328,4866551,16857946,21388278,185,219,-34.0,False,1.16,False,,,,,0000815556-26-000017,
PYPL,0001633917,PYPL,2021,2025,5,2025,Mr. Chriss,25243486,-7470322,149985996,19555433,25,122,-97.0,False,-0.3,True,S&P 500 findings extension,98,departure_AIP_equivalent,PRIMARY_VERIFIED,0001193125-26-145721,CEO_TRANSITION
CHTR,0001091667,CHTR,2021,2025,5,2025,Mr. Winfrey,6466193,-46096708,197996511,19218304,32,127,-95.0,False,-7.13,True,S&P 500 findings extension,94.3,annual_cash_bonus_actual,PRIMARY_VERIFIED,0001140361-26-009220,CEO_TRANSITION
Q,0002058873,Q,2025,2025,1,2025,Jon Kemp,20646678,15888457,20646678,15888457,84.24,93.84,-9.6,False,0.77,False,,,,,0001628280-26-024259,
DELL,0001571996,DELL,2022,2026,5,2026,Michael S. Dell,3382209,3382209,15781569,15781569,339.99,256.43,83.6,True,1.0,False,,,,,0001193125-26-226734,
APO,0001858681,APO,2021,2025,5,2025,Marc Rowan,913367,913367,2966542,2966542,331,196,135.0,True,1.0,False,,,,,0001193125-26-177321,CEO_TRANSITION
BRK-B,0001067983,BRK-B,2021,2025,5,2025,Warren E. Buffett,389488,389488,1982987,1982987,217.01,234.62,-17.6,False,1.0,False,,,,,0001193125-26-106253,
TTWO,0000946581,TTWO,2021,2025,5,2025,Strauss Zelnick,106457,106457,776889,776889,174.73,220.69,-46.0,False,1.0,False,,,,,0001628280-25-036188,
DVN,0001090012,DVN,2021,2025,5,2025,,12566,13660,75177,143994,292,242,50.0,True,1.09,False,,,,,0001104659-26-067065,CEO_TRANSITION
XYZ,0001512673,XYZ,2021,2025,5,2025,Jack Dorsey,2,2,13,13,29.91,228.99,-199.1,False,1.0,True,S&P 500 findings extension,,CEO_no_incentive_award,PRIMARY_VERIFIED,0001628280-26-027203,
DLTR,0000935703,DLTR,2022,2026,5,2026,Mr. Creedon,14775215,20883292,51358276,-17294736,115.67,167.91,-52.2,False,1.41,False,,,,,0001104659-26-053500,CEO_TRANSITION
DVA,0000927066,DVA,2021,2025,5,2025,Javier J. Rodriguez,18210597,18939532,53013434,-55160261,96.77,113.00,-16.2,False,1.04,False,,,,,0000927066-26-000053,
ABNB,0001559720,ABNB,2021,2025,5,2025,Brian Chesky,242122,-89229878,1166958,-64341042,92.45,258.38,-165.9,False,-368.53,True,S&P 500 findings extension,,CEO_not_bonus_participant,PRIMARY_VERIFIED,0001193125-26-175062,
